,Unnamed: 0,Unnamed: 0.1,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Entertainment,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
80,80,80,3f91aeda-2174-42e1-9883-8ed1f259ded8,54,Group,Toronto,43.659962,-79.45459517,fulltime,45786.1,141,5,6,12,17,8,0,13,0,0,0,47720.76
82,82,82,0c429b11-a7d3-4896-b64b-f5322495c024,27,Group,Toronto,43.67265112,-79.38873202,fulltime,32440.65,143,5,143,32,20,10,5,0,7,0,0,24092.51
84,84,84,78d05dc3-41e9-4c3d-a851-2d3ab89dfd82,30,Group,Toronto,43.67215788,-79.34750639,fulltime,46208.91,152,7,13,34,14,9,5,0,0,0,0,34544.9
87,87,87,26dfddf9-6059-434c-be13-cc172eb14f0a,58,Group,Toronto,43.67709588,-79.44380978,fulltime,51184.2,149,7,8,18,28,11,0,0,0,0,0,52373.8
93,93,93,49fc41e0-9a19-43cb-bcd2-6e9e73bbd46f,63,Group,Toronto,43.6375103,-79.40058038,parttime,16209.85,145,6,7,20,12,9,6,0,9,0,0,9201.667947
94,94,94,620a8b47-3eb6-4468-ae21-a929bd1bfd6d,57,Group,Toronto,43.65731662,-79.38347914,fulltime,39509.4,141,6,7,18,19,7,1,0,0,0,0,40745.22
95,95,95,b54d04c9-dcc2-4aa1-8b63-6cfc35a525fc,26,Group,Toronto,43.63780428,-79.4273146,parttime,13135.65,145,5,13,19,15,7,0,0,0,0,0,9819.02
99,99,99,20c377ea-991a-4862-b0e2-defdb41e3df7,58,Group,Toronto,43.65981288,-79.3512092,fulltime,48118.3,143,7,7,33,17,8,1,0,0,7,0,31116.45
107,107,107,69ca6ebc-1c11-4efb-b765-4935e0a96b7c,21,Group,Toronto,43.68063094,-79.45816145,parttime,10761.96,143,7,12,33,19,10,5,0,6,0,0,7952.772067
109,109,109,da9bea25-d7e7-4ee0-b204-87cff9efa441,58,Group,Toronto,43.66661224,-79.30310712,fulltime,72103.85,147,7,9,28,24,10,5,0,0,0,0,60882.69
112,112,112,d9aa0d6d-ef36-4940-9dd7-383675dd266d,26,Group,Toronto,43.66629676,-79.47270901,parttime,15923.16,157,6,144,19,24,9,1,0,0,0,0,11094.46
114,114,114,1ed4bf97-e3c8-44c8-9828-fbc685551fd3,83,Group,Toronto,43.71485018,-79.39931647,unemployed,34763.4,137,8,135,39,22,12,5,7,2,0,0,19916.90879
121,121,121,fa669514-2582-4611-9ecb-39585ee1a790,50,Group,Toronto,43.67006202,-79.31077827,fulltime,150609.8,139,6,12,28,13,10,5,0,0,0,0,143146.58
135,135,135,bdcedc45-27e4-42ae-a3f8-17c3be5b086e,25,Group,Toronto,43.67454626,-79.37259624,fulltime,37496.25,152,7,13,39,14,9,6,14,0,0,0,21698.92
140,140,140,83746758-8e11-4005-b2b0-49c702dd8e75,55,Group,Toronto,43.65112974,-79.45202577,fulltime,55887.7,141,7,7,12,20,9,0,0,0,0,0,58945.36
168,168,168,384fd6fa-b2f6-485d-ac0e-a7bb9b3ef4f1,59,Group,Toronto,43.67507276,-79.46013533,parttime,34372.35,145,6,4,27,19,10,5,0,0,0,0,21769.35
171,171,171,15611c22-f5f5-42bc-a0d0-57831bf2e37b,25,Group,Toronto,43.64876458,-79.43345046,parttime,10874.82,149,6,20,24,27,8,0,0,1,7,0,6975.558154
172,172,172,2c912e87-04bb-463d-a170-dacb0ac7a73a,91,Group,Toronto,43.66663603,-79.33954999,unemployed,29887.2,36,6,4,33,12,8,5,6,0,0,0,16076.35
175,175,175,1d90e88d-0a5a-44e9-bae1-9bea8fb2fba5,34,Group,Toronto,43.68687335,-79.37315986,fulltime,309401,153,4,11,34,25,11,0,0,0,7,0,329469.11
180,180,180,68b941db-6b39-4107-93ef-1fd22f38d8d8,48,Group,Toronto,43.66836848,-79.45384619,parttime,28393.2,141,5,10,27,14,10,1,0,0,7,0,14440.44
192,192,192,bb457506-5fc7-488f-aa7a-1b86bb048737,80,Group,Toronto,43.67257603,-79.41339357,unemployed,30492.7,142,7,136,41,17,11,5,18,3,0,0,18629.03696
210,210,210,9986fa0f-2de0-4214-84f4-88a4621d0697,70,Group,Toronto,43.6622355,-79.33889934,parttime,19232.75,148,6,6,25,24,7,0,0,0,7,0,15535.29
216,216,216,27be5189-9af6-4ce2-9c84-1aec0616b756,22,Group,Toronto,43.69178664,-79.4172735,fulltime,28808.67,145,7,12,34,16,9,5,0,1,0,0,14345.81169
221,221,221,6f1cc067-c477-43f1-9ff4-ab0fc50cf685,41,Group,Toronto,43.66007533,-79.36050238,fulltime,60843,149,5,12,26,25,8,6,0,7,0,0,55187.34
229,229,229,aac613f8-bd2f-4dce-a1b1-e1db736ea94c,60,Group,Toronto,43.64206736,-79.44543795,fulltime,56833,144,7,141,20,23,9,2,0,0,7,0,57176.18
237,237,237,8aecb4c0-994e-46fb-a509-45a488acf8ce,27,Group,Toronto,43.65401528,-79.45789692,fulltime,21091.29,159,6,19,27,15,9,2,0,0,0,0,17630.83
243,243,243,65b9db0e-5193-4307-8366-b6570dfb369c,48,Group,Toronto,43.64889401,-79.48554589,fulltime,75080.5,146,6,8,12,26,11,2,0,0,7,0,80504.56
246,246,246,465d706a-b908-4017-bf37-1e0ef35ef4b5,39,Group,Toronto,43.70384103,-79.40354624,fulltime,159871,143,8,140,34,14,12,0,0,0,7,0,156754.04
253,253,253,d628b858-6e20-4d14-8217-a6bd68db11fb,22,Group,Toronto,43.7030817,-79.41454978,fulltime,42257.82,141,6,13,12,17,9,0,0,0,7,0,43779.27
260,260,260,f9246cb6-90d2-47fb-a6a7-d16538d22f68,61,Group,Toronto,43.64469516,-79.45111156,fulltime,49840.8,134,7,9,27,13,9,0,0,0,7,0,32174.36
262,262,262,d3413628-ad6a-4e1c-b744-b3572f1167d9,35,Group,Toronto,43.63707963,-79.44043851,fulltime,56046,147,7,13,18,19,9,0,0,0,7,0,59246.58
281,281,281,2fa11036-3fe9-4879-8100-0698b6a61495,91,Group,Toronto,43.67627984,-79.32326198,unemployed,24749.2,36,6,0,33,20,10,6,15,2,0,0,13124.74613
284,284,284,4195b7a2-b247-4fcc-aa87-62c0b3f8ea29,27,Group,Toronto,43.66554115,-79.45736374,parttime,11357.28,149,7,21,39,17,10,5,0,6,0,0,10193.98683
288,288,288,aa5e2469-1a05-446d-8c5b-907645aba65d,44,Group,Toronto,43.66065125,-79.38612227,fulltime,38289.9,146,7,7,12,26,8,1,0,0,0,0,37588.17
291,291,291,0fe44d2d-0fe3-4c89-aac3-d1a21e1c9d4e,52,Group,Toronto,43.64839035,-79.36411724,fulltime,52532,144,6,7,34,16,7,6,0,0,0,0,34723.09
294,294,294,293b600a-5691-4981-a58a-2f63e1af0c0e,29,Group,Toronto,43.64284145,-79.43781365,parttime,7467.9,149,6,13,12,14,9,1,13,2,7,0,5892.268624
297,297,297,594bd49c-e678-4db1-9e35-9d98ea28f73c,30,Group,Toronto,43.65274861,-79.3943722,fulltime,28188.27,146,5,14,12,21,8,0,0,0,7,0,26962.06
305,305,305,571fcbcf-8713-43bb-8a4d-90b69a11d8fe,51,Group,Toronto,43.66464738,-79.43860903,fulltime,49443.1,136,6,7,12,27,9,0,0,0,0,0,51458.05
313,313,313,ced2f2d3-4f0b-47b6-a3da-caf48eed37ef,84,Group,Toronto,43.66473422,-79.3645701,unemployed,41028.4,140,7,5,34,16,13,1,6,0,7,0,22174.66
318,318,318,6d3eea47-cadd-4aa3-bf65-9e26cb50bf98,53,Group,Toronto,43.66300316,-79.34445635,parttime,32340.3,146,7,143,33,16,8,5,0,2,0,0,17270.81616
331,331,331,4c5be609-e7cc-42f8-8350-a4929cda7273,45,Group,Toronto,43.66192873,-79.38533516,fulltime,43630.4,151,5,14,25,19,7,0,13,0,0,0,42714.64
332,332,332,81428fc0-05e6-4b10-aadf-54031e34e94c,55,Group,Toronto,43.63766507,-79.435752,fulltime,35571.8,146,6,136,38,13,11,0,11,0,7,0,34002.27
334,334,334,dfe99bae-a483-46f8-8be4-a209e46f2535,51,Group,Toronto,43.67638386,-79.45555117,fulltime,80240.1,146,7,8,18,15,9,0,0,0,0,0,86922.32
336,336,336,5ccb49e9-6d30-40eb-a8f2-a30732edf17d,44,Group,Toronto,43.6428617,-79.37691415,fulltime,87220.1,151,6,10,25,13,9,1,0,0,7,0,94234.94
348,348,348,ff4184f7-3b3f-4bef-bf92-de870a1c20ee,40,Group,Toronto,43.70194636,-79.40777286,fulltime,185941,144,7,137,41,20,11,5,0,0,0,0,182666.08
353,353,353,11cb403c-4058-4cd7-b4b9-24a83d40ae59,63,Group,Toronto,43.6563266,-79.4855426,fulltime,69446.9,144,7,8,33,16,10,5,0,0,0,0,54049.21
360,360,360,0328c173-c6bf-4d35-a09c-ca8399b764ec,35,Group,Toronto,43.6881125,-79.29580856,fulltime,39582,143,7,143,25,15,9,0,0,0,0,0,38725.4
364,364,364,c3239139-472c-4091-8b9d-4298ef9dec4e,45,Group,Toronto,43.70168991,-79.42364786,fulltime,39022.5,148,6,136,25,18,7,0,0,0,7,0,37743.37
371,371,371,71ac31a1-f8e7-44bc-a6a8-dcf8b9961878,33,Group,Toronto,43.63657933,-79.47093754,fulltime,92819,151,7,14,33,13,10,5,14,0,0,0,82891.09
375,375,375,7c61d2a8-b426-4d23-89b3-51bc39bf8f0a,88,Group,Toronto,43.63667366,-79.43765875,unemployed,29304.1,38,7,4,24,19,9,0,7,0,0,0,32263.83
379,379,379,ce4cc8b9-2218-4524-a075-40ae5fb8be6c,26,Group,Toronto,43.65762418,-79.40573348,parttime,14108.16,153,7,14,12,14,8,1,0,0,0,0,11956.13
382,382,382,ffbb48d4-b38c-49c7-9675-0b21d150c08d,36,Group,Toronto,43.67182761,-79.29447802,fulltime,144480,146,8,18,34,23,10,5,0,0,0,0,141765.15
391,391,391,00f5a359-6bb9-4091-a09e-e136f6430abc,51,Group,Toronto,43.64967782,-79.37004123,fulltime,126084.85,148,8,6,19,19,11,5,0,7,0,0,132454.33
392,392,392,05268327-14c5-4e03-b8ed-5671e94e71a9,29,Group,Toronto,43.63707138,-79.42796459,fulltime,20095.02,154,7,145,31,15,9,0,0,0,0,0,16296.83
394,394,394,6a62c2e4-47f5-46c1-9f3c-f6f773d11cc3,32,Group,Toronto,43.68510802,-79.37446767,fulltime,95950.8,154,7,14,34,15,9,5,13,0,0,0,86420.68
418,418,418,8bbf601b-365d-4933-ac73-c25d383f9cd2,42,Group,Toronto,43.66456883,-79.35159454,fulltime,51324.9,146,7,6,18,20,8,1,0,0,0,0,53965.41
421,421,421,5c9c21ad-0e8d-4658-92c9-46d7a9d411fc,67,Group,Toronto,43.66518962,-79.36709363,fulltime,56042.4,147,8,9,27,14,12,6,0,0,0,0,38659.5
424,424,424,52744f04-55aa-4c18-9b30-971877a32675,70,Group,Toronto,43.69646373,-79.40323807,fulltime,112225.4,140,6,8,19,21,12,5,0,7,0,0,116734.7
425,425,425,9e392057-dce8-4922-83cf-70a5e20ce821,59,Group,Toronto,43.63782728,-79.46934911,parttime,20144.55,147,4,5,35,17,8,6,0,5,0,0,12677.2069
429,429,429,91da2332-dad0-424e-a207-394e1d4d12f7,32,Group,Toronto,43.69112432,-79.41854108,fulltime,68295.48,153,3,10,33,18,10,5,0,0,0,0,53461.31
443,443,443,6690ac03-6eee-41e0-9c71-8bc7cbe52c12,63,Group,Toronto,43.66437343,-79.34493012,fulltime,38365.75,142,7,6,34,19,7,1,0,0,7,0,19428.49
456,456,456,875208ad-f676-40d0-bed8-538ab7855116,36,Group,Toronto,43.67097091,-79.29647873,fulltime,136828,148,8,10,33,15,10,5,0,0,0,0,127382.82
466,466,466,dbdc8494-2438-4366-9050-087f804d6106,95,Group,Toronto,43.65206991,-79.43289273,unemployed,51331.7,33,7,128,25,22,9,0,7,0,0,0,69600.75
467,467,467,37fab521-3366-4b6d-abe1-9f2080f692a5,29,Group,Toronto,43.64754892,-79.48041011,fulltime,30635.22,148,4,21,35,25,9,6,0,2,0,0,15805.28101
473,473,473,4e8e0583-ec46-452e-a56d-62779bb16fbc,55,Group,Toronto,43.67686288,-79.43169381,fulltime,101112.6,138,7,5,28,15,12,5,0,0,0,0,90040.78
486,486,486,9a577726-bc7a-4d56-9130-d08b2c25e559,51,Group,Toronto,43.67976518,-79.28436832,fulltime,98506.1,151,8,9,34,13,14,1,0,0,7,0,85019.21
489,489,489,5bca38e4-0f22-40bb-88b1-59a51dd6c933,26,Group,Toronto,43.67462341,-79.31323251,fulltime,34207.14,154,7,10,28,16,9,5,0,2,0,0,17587.50401
490,490,490,3caf0255-6abb-4565-bce0-f014de16158d,86,Group,Toronto,43.64919552,-79.37573301,unemployed,41570.2,143,7,4,26,23,7,6,7,7,0,0,37855.21
494,494,494,94185206-759e-4bf5-b10b-c27e99f33216,38,Group,Toronto,43.70257353,-79.41247952,fulltime,247265,148,6,11,19,16,12,0,13,0,0,0,277496.18
499,499,499,4f803662-3155-4af9-afb0-f98a11ae7e81,69,Group,Toronto,43.65737151,-79.40168191,parttime,22995.7,148,7,6,26,27,7,0,0,0,7,0,21568.23
500,500,500,947f6762-c08d-4d66-919a-5f0f0df4ac0d,37,Group,Toronto,43.6880698,-79.29579095,fulltime,41689,144,5,8,19,23,8,1,0,0,7,0,42005.45
511,511,511,908a947b-73a4-40cc-9dba-e5c449e94a35,50,Group,Toronto,43.66032328,-79.43462777,parttime,33148.5,140,7,142,25,17,8,0,0,0,0,0,30370.57
516,516,516,18ef5390-faf1-4cf0-8398-d52b9a9a71a9,34,Group,Toronto,43.69735735,-79.41606387,fulltime,244506,149,7,12,39,22,8,5,14,0,0,0,253698.25
520,520,520,e842148b-2207-4df2-b547-a238f77cdec3,49,Group,Toronto,43.65158885,-79.39963325,parttime,25218.6,156,4,141,35,13,8,5,0,4,0,0,16127.3439
521,521,521,a4975b42-a2b8-450b-bf5c-3ef6c65c81c9,30,Group,Toronto,43.64806491,-79.37411553,fulltime,28572.72,154,7,12,26,17,9,5,0,7,0,0,21563.26
536,536,536,b9bbbae1-88b3-4e2c-8b9e-7c6ab94bb5e6,94,Group,Toronto,43.70441436,-79.39655632,unemployed,27229.3,33,6,123,19,21,8,0,19,0,0,0,31307.12
539,539,539,48075f8e-308d-4cc6-bb54-b763535c200b,50,Group,Toronto,43.73384283,-79.39613574,fulltime,207861.5,144,8,145,40,12,13,6,0,0,0,0,208660.13
543,543,543,cffaa3ed-c3d7-4a75-96f7-59d8c93ea724,22,Group,Toronto,43.67404667,-79.46291466,parttime,14501.52,148,6,14,27,15,8,5,13,6,0,0,9822.352721
546,546,546,8c3592e6-e15b-4b41-acd6-7ef6d9f7a434,33,Group,Toronto,43.67175032,-79.29935007,fulltime,120465,155,7,15,12,13,13,0,13,0,0,0,131904.07
548,548,548,de6aad31-153c-4364-aa7b-f306c6ecb74f,40,Group,Toronto,43.65965806,-79.37339836,fulltime,29135,148,5,7,25,19,9,5,0,7,0,0,19559.67
557,557,557,e4f4ad35-1321-42c9-8684-0327e1841d4b,43,Group,Toronto,43.64764025,-79.49069148,fulltime,62046.6,146,6,9,25,14,9,5,0,7,0,0,60701.38
593,593,593,3e47f24f-7b95-42ce-883e-d18480cfd786,19,Group,Toronto,43.6666956,-79.31866597,unemployed,0,118,0,12,0,0,0,0,0,0,0,0,85.27
596,596,596,002af6db-d041-478f-8c40-902ce921a0c2,19,Group,Toronto,43.65566005,-79.40108318,unemployed,0,111,0,14,0,0,0,0,0,0,0,0,67.6
597,597,597,ccffe647-f297-4801-9027-5c3071f64ed6,29,Group,Toronto,43.67699553,-79.39084316,fulltime,44764.17,154,7,13,27,16,9,5,0,0,0,0,33386.71
600,600,600,25a2859a-53aa-45df-a16c-359c06158b77,22,Group,Toronto,43.67702693,-79.40759818,fulltime,48059.22,140,7,13,27,14,10,5,12,0,0,0,27006.93
601,601,601,31b9865f-243d-4c33-b278-6ddf5cb4c073,32,Group,Toronto,43.67115432,-79.40091926,fulltime,37504.5,144,7,14,20,10,6,5,0,7,0,0,34157.5
604,604,604,cbd16be5-d2f6-4e57-930c-f0bf2b4811a1,67,Group,Toronto,43.70131855,-79.41080594,unemployed,221684.4,140,7,8,28,13,10,5,0,0,0,0,231356.5
606,606,606,0d6e3ca3-a0ca-4daa-b37d-ba35c37af6a8,53,Group,Toronto,43.65599833,-79.38717048,parttime,29270.95,145,6,144,31,15,9,1,0,0,0,0,25876.1
613,613,613,e1a9567f-09a4-428c-a43f-be568a9b11dd,24,Group,Toronto,43.65718721,-79.44746634,parttime,12790.14,144,6,21,18,16,7,1,0,0,0,0,8372.04
614,614,614,3db12fbe-6fd2-4661-a9f3-c9ef490f49e0,75,Group,Toronto,43.71152293,-79.40209526,unemployed,41813.8,144,7,141,40,19,9,0,0,0,7,0,20971.53
652,652,652,0073edb5-d69f-40ce-8a7d-5ad339b5c43a,49,Group,Toronto,43.70032125,-79.39579234,parttime,30200.5,146,7,9,41,13,9,5,0,1,0,0,15621.18853
653,653,653,20103f0a-40d5-470f-82f5-cee2c8fdb566,66,Group,Toronto,43.67063782,-79.3959209,fulltime,67418.65,144,7,6,19,17,11,1,0,0,0,0,71610.97
659,659,659,ee0340f0-0ffe-45cb-b13a-8e157d0475b9,83,Group,Toronto,43.64627221,-79.39453489,unemployed,37733.5,144,7,5,28,19,9,5,6,1,0,0,19685.65776
669,669,669,b6cea223-3a90-4db7-89d1-eb027a2b2655,65,Group,Toronto,43.70888734,-79.38494377,fulltime,65714.35,146,7,7,34,23,13,5,0,0,0,0,46639.84
672,672,672,08c0c6c5-7ac7-419a-ac98-466a87ea4247,20,Group,Toronto,43.65487218,-79.4094355,unemployed,0,108,0,14,0,0,0,0,0,0,0,0,57.28
673,673,673,acbda6f2-9fb7-4918-9d56-fcca1e779edb,34,Group,Toronto,43.65034227,-79.43951429,fulltime,68458,152,5,14,19,14,9,0,0,0,0,0,73374.38
678,678,678,baeb66d1-bf25-4e84-bf3f-391d3abbe4f7,39,Group,Toronto,43.6539339,-79.39771626,unemployed,62827,137,5,9,28,12,9,0,0,0,7,0,48123.11
679,679,679,679cb8a5-4558-4005-b9c7-4e0691acdbbd,84,Group,Toronto,43.63878968,-79.41550373,unemployed,7947.8,142,4,138,34,19,9,5,4,12,0,0,8499.598322
683,683,683,718c915f-eb04-4e96-b071-d2818b82bd6c,54,Group,Toronto,43.65048362,-79.39220341,fulltime,87731.2,144,7,8,18,13,9,1,0,0,0,0,95135.05
701,701,701,36cdf054-0b53-4472-bfd6-5153f61e9e49,55,Group,Toronto,43.64128048,-79.45259058,fulltime,80267.7,147,6,7,12,27,12,0,0,0,0,0,86309.49
702,702,702,768e740b-687d-4626-93de-0f6510a1497e,52,Group,Toronto,43.65342086,-79.42369147,fulltime,53745.25,145,6,138,40,17,9,6,0,0,0,0,37781.43
705,705,705,a3c7577d-60d3-4487-bbd7-81a8a91218c1,59,Group,Toronto,43.65122781,-79.43443972,fulltime,88006.05,146,7,8,18,22,8,0,12,0,0,0,96016.9
708,708,708,57f6d6da-36e8-40c5-aad5-60eedba41a34,30,Group,Toronto,43.64420648,-79.42293748,fulltime,32363.1,154,7,142,33,14,9,1,0,0,7,0,29895.45
711,711,711,f9be19ec-4028-4caf-aee0-1546cf4ecf52,48,Group,Toronto,43.70015845,-79.40183566,fulltime,159779.4,144,7,11,27,18,14,5,0,0,0,0,156605.89
717,717,717,b85acfae-8830-4b91-88fa-9a44cda165ab,53,Group,Toronto,43.70757708,-79.4274046,fulltime,74534.95,146,8,15,19,13,11,0,0,0,7,0,77216.16
740,740,740,f02a8fe1-ffcd-4bc7-b47e-9b88bdcd7a7a,39,Group,Toronto,43.69497096,-79.41303506,fulltime,184544,143,6,7,33,13,12,6,0,0,0,0,189828.48
754,754,754,854a882b-a8a1-4b12-bf40-0b1fc26545c4,41,Group,Toronto,43.63764799,-79.40106149,fulltime,31857.1,143,7,9,12,29,9,0,13,0,0,0,30279.76
769,769,769,84d52d8d-699e-4edc-93f8-c9666535a77f,44,Group,Toronto,43.69080292,-79.39551018,fulltime,121900.9,151,8,10,18,11,13,1,0,0,7,0,133387.13
770,770,770,a3d04ca0-30a1-4d29-827e-9a95631dd783,53,Group,Toronto,43.67924475,-79.42257704,fulltime,47531.8,142,6,7,18,15,9,0,0,0,0,0,49183.32
772,772,772,8a706d7c-c79f-4530-b658-e48e79d72a15,71,Group,Toronto,43.66981173,-79.34071073,fulltime,63231.05,144,6,5,19,14,8,0,0,0,7,0,68367.95
777,777,777,1eb0a533-c009-4e2a-8a1f-fc83f6cfc5c5,26,Group,Toronto,43.66821809,-79.42927091,parttime,12774.96,148,7,13,27,20,8,6,0,6,0,0,9230.447341
793,793,793,844afbb7-dd8b-439e-8eb1-a4b33dede00d,63,Group,Toronto,43.66630643,-79.45398585,fulltime,38607.05,146,7,13,41,15,8,1,0,0,7,0,19339.57
795,795,795,31a88526-b69e-45f1-b2fa-a120f3fff46d,34,Group,Toronto,43.65236626,-79.43812868,fulltime,76494,148,7,13,18,21,10,1,0,0,0,0,81891.12
808,808,808,7d351299-ef0f-4e21-99b0-c2c9da8418ca,51,Group,Toronto,43.66613004,-79.33651531,parttime,26779.5,145,6,9,28,19,8,5,0,2,0,0,14786.62244
817,817,817,240f769c-f9f4-4793-92e9-aa34f1526b50,58,Group,Toronto,43.64858694,-79.3664395,fulltime,47330.55,147,7,6,19,16,8,6,0,7,0,0,42290.5
819,819,819,a55d5f58-d862-4d7f-9f3f-91b0f42d8d26,50,Group,Toronto,43.67107771,-79.38808139,unemployed,164205.8,145,7,9,12,17,11,1,0,0,0,0,181819.38
820,820,820,04efd3b2-e3a9-4526-89f3-dd43f4e6ee3d,59,Group,Toronto,43.67024678,-79.38506697,parttime,28169.25,143,7,12,25,15,7,1,14,0,0,0,25423.61
827,827,827,99cb20a9-077e-41b8-96eb-622d1f0155b2,51,Group,Toronto,43.66478419,-79.37041656,fulltime,86458.15,143,7,8,33,24,11,5,0,0,0,0,72301.06
831,831,831,1b4f50c3-a689-488b-a518-2e55795023d6,62,Group,Toronto,43.66085978,-79.36359676,parttime,21569.75,149,7,7,33,15,9,5,0,4,0,0,13070.03789
840,840,840,68e44b5f-cca4-42ad-b938-1682699790b4,60,Group,Toronto,43.68468154,-79.39165499,fulltime,61182.3,142,7,8,19,24,8,0,0,0,7,0,65900.92
841,841,841,92139525-a4b9-4a90-8f05-321201b90654,57,Group,Toronto,43.64744678,-79.38011757,fulltime,174790.8,148,7,8,18,16,8,0,0,0,7,0,195050.59
843,843,843,df424029-a43a-4274-95a8-8c58e006c19f,50,Group,Toronto,43.68777113,-79.32042185,fulltime,54740.4,149,7,10,34,15,9,5,0,0,0,0,38953.29
844,844,844,e903b082-73ae-4e9c-a346-ce81ad8b1a72,44,Group,Toronto,43.6554407,-79.46113941,fulltime,76608.4,148,6,136,26,24,11,0,0,0,0,0,80550.06
845,845,845,7e9ebb79-8670-4111-a189-13ba35c2393e,67,Group,Toronto,43.67062609,-79.37851097,fulltime,53694.95,136,7,140,31,20,11,5,0,7,0,0,48837.47
846,846,846,0ece9c11-741c-46e5-a52f-157d916abed1,29,Group,Toronto,43.70371951,-79.41534465,fulltime,57968.13,146,6,11,27,19,9,6,0,0,0,0,37075.39
849,849,849,1d4d4c2b-2e3c-4423-a3c9-02f5482e5492,50,Group,Toronto,43.64233636,-79.41608435,fulltime,51005.9,147,6,11,19,18,9,0,0,0,7,0,53625.84
859,859,859,d80538fc-7e38-45d9-af43-7b55b1f79f02,68,Group,Toronto,43.65503451,-79.42537625,fulltime,39815.45,143,7,11,26,14,11,1,0,0,0,0,38441.75
876,876,876,40d0fefb-4d4b-4347-b864-6f0c06325ae8,30,Group,Toronto,43.66577365,-79.34608592,fulltime,25980.9,151,7,13,34,15,9,6,0,2,0,0,13710.76957
878,878,878,1a3581ae-388f-4ec5-a0f2-7df132b771bf,55,Group,Toronto,43.639182,-79.38639173,fulltime,71549.55,143,7,139,19,24,8,0,0,0,7,0,74935.78
891,891,891,581e98c4-80df-4e97-a9b8-606a73d40dcc,60,Group,Toronto,43.67360972,-79.39643087,fulltime,77507.7,139,6,8,18,20,9,0,14,0,0,0,83252.19
905,905,905,968eca1c-9b26-4904-a400-e2c0e2b7c626,82,Group,Toronto,43.66906465,-79.44078907,unemployed,32463.9,145,5,5,13,23,10,1,20,0,7,0,29294.06
917,917,917,e4f1bc70-379d-496f-a4c7-12038d15c52f,36,Group,Toronto,43.66854018,-79.33557841,parttime,18273,146,7,10,27,15,9,5,0,5,0,0,12926.24392
918,918,918,adb3b424-c09d-4a4a-a7bc-c0fa5bef88a8,28,Group,Toronto,43.69719135,-79.39033747,parttime,12397.11,148,7,140,25,19,9,5,0,11,0,0,8929.318554
920,920,920,195e956f-497f-4706-9306-d1602d647125,27,Group,Toronto,43.71821052,-79.40266083,fulltime,34192.95,146,7,13,40,25,9,5,11,0,0,0,16489.73
921,921,921,43d60805-bed8-499f-84e7-4cc806f619f6,41,Group,Toronto,43.64632664,-79.41586448,fulltime,36962,149,5,139,18,13,6,0,0,0,7,0,34631.05
922,922,922,501c18e5-5507-413e-aa5d-f82b24808638,34,Group,Toronto,43.6501379,-79.39721173,fulltime,38886,147,7,13,18,26,9,0,14,0,7,0,38759.16
