,Unnamed: 0,Unnamed: 0.1,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Entertainment,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
3911,3911,3911,9b4013e5-f95d-4ae7-99e1-3a4321d70a5a,43,With Spouse,East York,43.69167628,-79.31094124,parttime,27936.7,143,6,10,28,13,9,1,0,0,0,0,16829.55
3923,3923,3923,4c8b7ccb-46ce-484f-8ba1-0d22ec916ac2,35,With Spouse,East York,43.68394096,-79.34577311,fulltime,42967,155,7,21,0,26,8,1,0,0,7,0,33980.95
3931,3931,3931,e34b9bd4-151a-41cb-b162-2ccd56e63449,64,With Spouse,East York,43.70899984,-79.30822521,fulltime,37682.7,146,6,146,45,23,9,5,15,0,0,0,28632.08
3936,3936,3936,5340d0af-9a1d-4879-a6b9-aa55ddd56b65,46,With Spouse,East York,43.6826943,-79.34809971,parttime,31705.3,151,7,15,7,23,9,0,0,0,0,0,19578.05
4032,32,32,1f49f93f-00ec-40a2-904e-9ece90c62c23,51,With Spouse,East York,43.69619886,-79.32315764,fulltime,67064.8,146,6,150,47,16,10,5,0,0,0,0,44465.74
4056,56,56,c3f1ba76-5f60-48ab-a51e-b4a31b64a0a9,54,With Spouse,East York,43.68918114,-79.35381445,parttime,16992.4,144,7,15,6,20,9,1,0,0,0,0,15020.7
4124,124,124,da400ff5-e86a-4002-b7a6-016a57232a26,38,With Spouse,East York,43.68980196,-79.353583,fulltime,33984,145,6,15,26,19,9,0,13,0,7,0,33636.01
4153,153,153,9359b6d0-5dc1-4637-863d-c2673041c343,62,With Spouse,East York,43.70758246,-79.31091007,parttime,27539.55,141,6,5,6,21,7,0,0,0,0,0,28508.61
4163,163,163,09d62b36-0a16-4936-8aef-e4d0979db971,56,With Spouse,East York,43.68829922,-79.35281772,parttime,29741.3,141,5,136,40,27,11,0,12,0,0,0,21498.27
4192,192,192,ce1e23e8-500f-4990-993e-62a086fa62bb,55,With Spouse,East York,43.69663443,-79.34037397,fulltime,71600.15,141,5,7,6,16,7,0,14,0,0,0,65105.49
4204,204,204,b71d302a-be32-4ded-ba1d-33291eb5f8d8,35,With Spouse,East York,43.68980196,-79.353583,fulltime,37957,151,7,20,12,21,10,1,0,0,0,0,38101.89
4333,333,333,479a568b-e26e-48c6-986d-55cfa69270d1,54,With Spouse,East York,43.68829922,-79.35281772,fulltime,40278.75,142,7,6,0,21,9,0,13,0,7,0,30322.58
4395,395,395,754415af-8e98-4510-ae68-1ff6ed01834c,51,With Spouse,East York,43.68918114,-79.35381445,parttime,14631.45,144,6,15,25,13,10,0,0,0,7,0,9370.69
4488,488,488,79448daa-b296-4550-a5ae-6eb04c341e82,35,With Spouse,East York,43.70244832,-79.29676825,fulltime,28787,150,7,146,13,11,8,0,0,0,7,0,27717.85
4543,543,543,0b312015-d665-40eb-b579-51870e27815e,56,With Spouse,East York,43.70758246,-79.31091007,parttime,31102.9,141,6,7,12,14,8,0,0,0,0,0,30933.82
4553,553,553,23c45380-d6d9-4102-9dcf-35c158eb35c7,56,With Spouse,East York,43.69663443,-79.34037397,fulltime,69464.6,144,5,8,40,23,11,5,0,0,0,0,64386.87
4682,682,682,f3faac98-f2be-4f54-98a9-a999f663dd92,35,With Spouse,East York,43.69625137,-79.34087247,fulltime,51404,148,8,24,27,13,13,5,0,0,0,0,44126.98
4718,718,718,20260522-87d3-4457-9315-5b5625e6ce08,51,With Spouse,East York,43.69619886,-79.32315764,unemployed,0,111,0,5,0,0,0,0,0,6,0,0,2211.707909
4733,733,733,9738cfdf-f69c-47e1-bcba-64593df9bef5,59,With Spouse,East York,43.68790629,-79.35756747,parttime,25641.55,144,5,14,40,19,9,5,0,0,0,0,13308.86
4761,761,761,613f8fd9-ab4c-42a7-9370-a4ac2274285d,37,With Spouse,East York,43.69625137,-79.34087247,fulltime,63981,139,5,18,6,15,9,0,14,0,0,0,58167.77
4786,786,786,7667a5ff-299a-4671-98a4-c7d3fb4a91ee,55,With Spouse,East York,43.70244832,-79.29676825,parttime,34316,151,7,6,7,18,8,0,0,0,0,0,35930.18
4860,860,860,a440ecc9-1db8-474f-a1ff-257c4e1b28e4,56,With Spouse,East York,43.68790629,-79.35756747,parttime,27585.05,141,7,6,0,19,9,2,0,0,0,0,14443.51
4868,868,868,9dc3c48b-f520-4259-af3a-552b21e8fbef,39,With Spouse,East York,43.68826024,-79.31287249,fulltime,48462,149,6,137,14,17,9,0,0,0,0,0,39278.61
4887,887,887,a88dc5fb-418a-4c57-9b95-772e4ab923dc,45,With Spouse,East York,43.70266863,-79.30139531,parttime,32018.8,151,6,16,0,18,9,0,0,0,7,0,21527.56
4906,906,906,e4df4a55-9b2b-4699-8f01-e3ad5ce07b79,40,With Spouse,East York,43.6941687,-79.32519698,unemployed,0,115,0,9,0,0,0,0,0,6,0,0,3129.126828
4972,972,972,079f3c86-05b0-44ae-a656-b68c2ad43e77,40,With Spouse,East York,43.69505507,-79.29178476,fulltime,29182,144,5,18,0,20,7,1,0,0,0,0,25194.38
5034,1034,1034,76d916dc-920c-4c1c-98ca-b89b12571003,55,With Spouse,East York,43.69627452,-79.29275855,parttime,23788.9,145,7,6,19,21,8,5,14,7,0,0,20179.83
5046,1046,1046,421225e1-ad41-42c8-a0a3-84595eca245b,51,With Spouse,East York,43.69642279,-79.36811057,fulltime,119585.05,148,6,146,28,24,12,5,0,0,0,0,122894.64
5072,1072,1072,017da2d5-8bda-4041-a0a4-b4df2c10af2b,40,With Spouse,East York,43.70266863,-79.30139531,fulltime,28253,135,7,18,28,22,9,0,0,0,0,0,17935.23
5086,1086,1086,d319b369-e70f-4b86-aca6-a826b2eaf64c,51,With Spouse,East York,43.69371645,-79.30728651,fulltime,39374.85,142,7,152,7,14,9,1,13,0,7,0,27887.41
5174,1174,1174,20413cb4-5bc3-4acd-af66-a69a1caf12ec,40,With Spouse,East York,43.70726849,-79.36257869,unemployed,0,113,0,7,0,0,0,0,0,6,0,0,2966.391107
5208,1208,1208,88972363-e1d5-4b9a-b7eb-e9dd8d3d9200,40,With Spouse,East York,43.68826024,-79.31287249,fulltime,42951,152,7,8,34,23,12,6,0,0,0,0,35352.27
5248,1248,1248,2168ba7d-f979-4587-bf97-26969e16e90d,55,With Spouse,East York,43.6979764,-79.29935233,fulltime,41283.85,141,7,8,28,15,9,5,0,0,0,0,37126.24
5256,1256,1256,c57a9430-50d9-488e-aba7-6d4b4ccbfb27,37,With Spouse,East York,43.69505507,-79.29178476,fulltime,26194,148,4,19,26,20,8,5,0,7,0,0,23946.97
5287,1287,1287,aa3f809b-9785-4346-98f9-94522c1f9e5f,34,With Spouse,East York,43.70575935,-79.37086346,fulltime,45129,157,6,12,28,17,8,5,0,0,0,0,33007.14
5308,1308,1308,9f6e582a-1105-46bf-bcd7-342de793871b,57,With Spouse,East York,43.69596263,-79.3174775,parttime,32094.2,141,7,9,34,24,8,5,0,0,0,0,26108.11
5339,1339,1339,cee5d9d2-b22a-4954-9e2f-6c0ca38c07b6,51,With Spouse,East York,43.69642279,-79.36811057,fulltime,125396.7,143,6,17,13,16,9,0,0,0,0,0,131230.65
5344,1344,1344,faa670ff-8f0b-4347-a5c2-c46a50f66718,53,With Spouse,East York,43.69596263,-79.3174775,fulltime,38562.95,144,6,5,0,12,9,0,0,0,0,0,30524.73
5365,1365,1365,be0b655e-5541-4652-bf45-0a15f6695975,44,With Spouse,East York,43.6941687,-79.32519698,fulltime,124450.7,155,8,16,33,14,8,6,0,0,0,0,114341.39
5382,1382,1382,e8a4239d-8d97-4aed-99ee-c84f5be0287c,41,With Spouse,East York,43.70726849,-79.36257869,fulltime,43605.1,146,6,8,12,13,8,0,15,0,0,0,45493.21
5459,1459,1459,ec9b76a6-4a38-4260-a815-096512ea5245,35,With Spouse,East York,43.68607269,-79.33180952,fulltime,23726,148,7,22,7,18,9,1,13,2,0,0,13718.47134
5517,1517,1517,383143b7-4f9c-4d75-9b7c-696a35fb49f7,34,With Spouse,East York,43.70575935,-79.37086346,unemployed,0,118,0,13,0,0,0,0,0,6,0,0,2648.882013
5527,1527,1527,3c2f6b03-c0d1-4fec-b8f7-da099e63343b,61,With Spouse,East York,43.6979764,-79.29935233,fulltime,47282.25,146,4,4,6,27,9,0,0,0,0,0,43337.12
5545,1545,1545,d999447a-a418-41bd-99d7-6232f50c3e15,58,With Spouse,East York,43.71419376,-79.30418956,unemployed,0,110,0,7,0,0,0,0,0,6,0,0,2663.738272
5596,1596,1596,b5e9c2e1-4b23-428d-9a21-a863f54cb4b6,55,With Spouse,East York,43.71419376,-79.30418956,fulltime,36926.5,146,7,138,47,20,12,1,13,0,7,0,18256.76
5646,1646,1646,1440ebf4-c9a7-4061-8d1a-da42d911acd1,58,With Spouse,East York,43.69627452,-79.29275855,parttime,25254,142,6,6,0,25,8,0,12,0,0,0,21529.78
5653,1653,1653,4e29a4c8-7e95-45b4-82a0-8eb60d39e218,40,With Spouse,East York,43.68607269,-79.33180952,parttime,19619,133,6,138,33,26,9,7,0,2,0,0,12887.79512
5677,1677,1677,45999121-bdc1-4d6b-8101-1290f8672ba5,51,With Spouse,East York,43.69371645,-79.30728651,fulltime,37721.15,147,7,143,41,20,9,1,0,0,0,0,27389.86
5727,1727,1727,bc832002-354f-4c91-9d05-537397018a23,63,With Spouse,East York,43.69217956,-79.36806164,fulltime,92032.2,148,7,6,0,21,9,0,0,0,0,0,91539.48
5756,1756,1756,add6566c-d770-46f2-8812-65e4a62f8d68,61,With Spouse,East York,43.69094253,-79.34019826,parttime,22967.2,145,7,7,6,17,9,0,0,0,0,0,13475.01
5773,1773,1773,63eeb126-dbc4-40b7-ab42-049c7bae4433,33,With Spouse,East York,43.69100352,-79.29232197,fulltime,31383,156,7,24,0,14,8,0,0,0,0,0,20153.26
5827,1827,1827,81be2aa3-788f-49b3-abd3-be2c116cb768,34,With Spouse,East York,43.68625332,-79.34738284,unemployed,0,119,0,13,0,0,0,0,0,6,0,0,2594.575274
5840,1840,1840,0a463447-7bc7-4dc8-aed5-a81661b517df,33,With Spouse,East York,43.69100352,-79.29232197,fulltime,29746,147,7,22,35,17,8,6,0,0,0,0,19184.04
5843,1843,1843,81c146e7-6ce7-42f1-ac3a-6128d98a6829,52,With Spouse,East York,43.68916935,-79.33240295,fulltime,68643.5,150,5,143,40,18,9,0,0,0,7,0,53734.73
5851,1851,1851,08e24a97-33d4-44af-b9d5-c9b67fe23537,53,With Spouse,East York,43.70641945,-79.31935715,fulltime,37697,142,7,147,53,12,9,5,0,0,0,0,25516.66
5861,1861,1861,d58c5807-c564-499e-be94-c48d5d3d8c3d,48,With Spouse,East York,43.68661363,-79.33360344,parttime,27627.6,151,4,7,33,15,9,5,0,0,0,0,19264.86
5982,1982,1982,4b131e1b-78d9-41ed-8332-e7823435d512,47,With Spouse,East York,43.68661363,-79.33360344,fulltime,35521.2,140,6,9,0,18,10,0,0,0,0,0,25627.3
5995,1995,1995,3d9f6c79-d0ed-4cb8-9bf6-705490d676c4,53,With Spouse,East York,43.70641945,-79.31935715,fulltime,38330.65,145,6,14,0,12,7,0,12,0,0,0,30510.33
6020,2020,2020,53ff54fd-e1dc-42eb-864a-fbdf51368656,32,With Spouse,East York,43.69233052,-79.34077728,parttime,16201.68,150,7,12,0,27,8,0,0,1,0,0,9149.265764
6033,2033,2033,fba2d471-e400-4235-aeeb-2de9afc5db33,62,With Spouse,East York,43.69217956,-79.36806164,fulltime,81901.4,149,6,8,33,16,10,5,0,0,0,0,81508.85
6130,2130,2130,044a1596-203f-47d5-8f4f-d209b7951578,60,With Spouse,East York,43.70497454,-79.29646383,parttime,19290.1,138,7,7,13,26,7,0,0,0,0,0,18503.9
6222,2222,2222,a7b3d5f3-e68f-403e-8870-b019c0d36cf9,50,With Spouse,East York,43.7023173,-79.34983662,parttime,22096.8,153,7,8,6,22,9,0,13,0,0,0,21268.92
6233,2233,2233,38d89214-55b5-4273-ad3e-5fe4267e31c9,32,With Spouse,East York,43.69233052,-79.34077728,parttime,15503.4,153,7,14,33,24,7,5,0,0,0,0,8198.97
6321,2321,2321,5fe1f5db-b822-4335-9add-85f073e01838,45,With Spouse,East York,43.7023173,-79.34983662,parttime,22507.1,146,6,7,12,15,9,0,0,0,0,0,20718.21
6327,2327,2327,290c8a85-56a9-402c-a6c4-c80ef0a824f6,43,With Spouse,East York,43.68625332,-79.34738284,fulltime,97592,143,7,10,40,12,9,5,0,0,0,0,92420.74
6358,2358,2358,a5af58a9-9ba2-4f2f-bc20-7c8bdb40e811,47,With Spouse,East York,43.68916935,-79.33240295,unemployed,0,113,0,9,0,0,0,0,0,6,0,0,2913.934284
6376,2376,2376,5166a26b-e7f0-4e46-8db9-f2c7614f2c3f,40,With Spouse,East York,43.6985241,-79.36954095,fulltime,31436,147,7,25,7,24,9,0,0,0,7,0,16665.54
6391,2391,2391,9dae91d4-dbdb-43f7-9a6b-8d07a6a0148f,59,With Spouse,East York,43.69094253,-79.34019826,parttime,22362.9,144,7,7,27,22,6,6,0,0,0,0,11737.7
6417,2417,2417,750c3324-6a1e-47c7-b32a-99c5d24d6d1b,35,With Spouse,East York,43.6985241,-79.36954095,fulltime,30606,151,4,22,33,16,8,0,0,0,0,0,22003.91
6516,2516,2516,359b5a9d-58fe-4179-9608-48f5ca2432a9,61,With Spouse,East York,43.70497454,-79.29646383,parttime,19563.8,150,7,139,13,20,9,0,0,0,0,0,16350.47
6748,2748,2748,bb44acac-11fb-466e-a211-aebdb386b36a,108,Group,East York,43.69312376,-79.31297872,unemployed,27059.2,31,5,1,27,17,10,5,7,4,0,0,29191.50059
6776,2776,2776,21c5a58d-e54d-45a3-8282-14f74dc301d9,49,Group,East York,43.68769869,-79.34906754,fulltime,70755.3,142,6,10,12,22,10,0,0,0,0,0,75529.39
6808,2808,2808,bfa56647-3d25-492b-af7d-670acb3a99ad,87,Group,East York,43.69643276,-79.34226154,unemployed,49240.8,37,6,6,27,14,10,0,6,0,7,0,30983.39
6825,2825,2825,51cc4999-ffd6-41f7-8334-cb3bc6500532,60,Group,East York,43.69010164,-79.33154043,fulltime,83143.85,148,5,140,34,25,11,5,13,0,0,0,74016.05
6906,2906,2906,f03724b4-57e4-4378-bdc8-1d413319717b,75,Group,East York,43.69967356,-79.33033615,unemployed,33804.4,145,6,8,27,20,10,0,0,0,7,0,16757.1
6993,2993,2993,bc33b2bf-3966-4f29-8250-6f0ee8226ad5,81,Group,East York,43.69389521,-79.30085396,unemployed,15653.4,146,7,2,33,27,6,5,5,5,0,0,11904.57757
