id,age,relationshipStatus,habitationStatus,municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome
9bcd6fd1-188b-4692-9519-0988451651a8,54,Married,With Spouse,Toronto,43.68159968,-79.30146143,parttime,24658.3
9640e184-b4e6-4fe2-a316-3ebb3a479de5,58,Married,With Spouse,Scarborough,43.79223398,-79.3165886,parttime,23031.05
173427ed-f75b-44b6-88ef-2a0030a5c83c,52,Married,With Spouse,Scarborough,43.79223398,-79.3165886,parttime,25527.7
b703e1e1-1f6f-42fb-993c-9c53829466eb,22,Single,With Parent,North York,43.71525391,-79.45464386,parttime,7100.94
fc1082c8-a530-4e7f-8ebf-f014b45da5b6,67,Married,With Spouse,Toronto,43.65040499,-79.39216843,fulltime,41715.45
42ea7674-67b8-4d2f-9ff3-539d9dc8eca5,31,Single,With Parent,Toronto,43.70084495,-79.42154048,parttime,16681.83
ba5a3eea-d629-461f-805e-5dcdce9df53f,54,Married,With Spouse,North York,43.7875668,-79.34660692,fulltime,41785.25
9733c91f-44ea-4c8e-a8de-bc58c81fae26,54,Married,With Spouse,Toronto,43.66956979,-79.37520856,parttime,13904.65
ded8bc1c-0cef-43f1-9c2a-25e57cb75ccb,24,Single,With Parent,Toronto,43.6921805,-79.41662347,parttime,11705.1
8852715b-911d-4c79-91b4-3056d887feda,32,Married,With Spouse,North York,43.71809955,-79.43200115,parttime,17899.2
3f487858-2cde-45e0-8a14-66c7015e6abe,52,Married,With Spouse,York,43.66143065,-79.48652479,fulltime,76913.15
592d8d84-4a79-4990-8b08-e19899544eb6,50,Married,With Spouse,Toronto,43.68177612,-79.45914682,unemployed,0
23fdd2b1-abbc-46b8-8093-6c619de70b6d,36,Married,With Spouse,North York,43.78717444,-79.3492696,fulltime,22905
57da1593-b48c-46e0-aa4e-4c84b1a6ad7b,64,Married,With Spouse,Toronto,43.70451174,-79.42472303,fulltime,36508.5
37c5dd73-380a-496f-827c-f998a16cfe2b,15,Single,With Parent,Etobicoke,43.66275645,-79.51789197,unemployed,0
e2b67ca3-17f3-4715-b23f-a2378a5effd1,55,Married,With Spouse,York,43.69037596,-79.44901625,fulltime,38420.35
ae3bc0a9-c8c7-4b4a-b6b7-691d1bf90146,35,Married,With Spouse,Scarborough,43.75747546,-79.30515027,fulltime,44582
27897740-2521-49a3-a9b5-3c9790c6f1ba,55,Married,With Spouse,North York,43.7558382,-79.41161107,fulltime,39374.85
e41a189e-a8cf-4551-868f-9c0c59aa8273,46,Married,With Spouse,North York,43.80873507,-79.36135533,parttime,28890.4
472f391d-ed02-491b-940c-c05fe6fa232e,40,Married,With Spouse,Toronto,43.68237563,-79.31477641,fulltime,60485
8cd9d9fe-625d-4314-8d4f-fe0f22cb8e69,55,Married,With Spouse,North York,43.75617759,-79.44872438,fulltime,40076.35
02538787-4318-46ea-9cef-312d23b5705a,65,Married,With Spouse,Scarborough,43.70534242,-79.25423112,fulltime,43169.9
a7e29ca7-1044-4976-b650-be5007832d89,27,Single,With Parent,Toronto,43.65972468,-79.33729923,parttime,9255.84
ef72347a-b117-4033-b813-7c07caee90be,34,Married,With Spouse,Etobicoke,43.68400132,-79.52933297,fulltime,51782
96d59f2a-7c28-418d-a457-9400ef0eb7ae,46,Married,With Spouse,North York,43.79872536,-79.39825791,fulltime,37734.4
49b2c572-14c0-4487-a4ea-72c3faa0baf8,53,Married,With Spouse,Toronto,43.66316617,-79.41339451,fulltime,66986.35
3a04b386-6436-4396-a248-39ce1dc160ac,53,Married,With Spouse,Toronto,43.65664362,-79.35479174,fulltime,53446.25
7ec6cfd6-963a-4adb-9bd7-526f04c8151f,26,Single,With Parent,Etobicoke,43.67012119,-79.52289142,parttime,13384.14
e4d2f8fd-aaed-4d4b-97f4-52749cbd6d72,50,Married,With Spouse,North York,43.77838832,-79.42748486,unemployed,0
5131a11a-159e-426c-a0bf-a9d795b95c4f,34,Married,With Spouse,Toronto,43.65847748,-79.46975774,fulltime,54703
b95d803a-c976-497c-8e93-bb93b9bf0ede,17,Single,With Parent,North York,43.77026451,-79.37772885,unemployed,0
b8a1c90d-21fa-409f-8d7d-9b88524f6a22,55,Married,With Spouse,Toronto,43.6785174,-79.35632741,fulltime,62882
6f2a3fcd-2130-4c0e-9050-baa597d94e55,38,Married,With Spouse,Toronto,43.73325801,-79.40399976,fulltime,74172
65ec85bd-da84-4fea-8581-f83fc0952330,53,Married,With Spouse,Etobicoke,43.60738258,-79.53403318,fulltime,38313.4
8b88c8b5-8614-4ae4-9de7-9ac817da9f90,24,Single,With Parent,Etobicoke,43.61046276,-79.54498309,parttime,8899.77
dd15f64b-6c62-425f-9078-7a58dd6c6cc7,55,Married,With Spouse,Toronto,43.66743469,-79.31731829,parttime,32593.3
78f53ae5-ccd3-4ab3-a567-dd874e71c139,39,Married,With Spouse,Etobicoke,43.72629266,-79.56296811,fulltime,30228
be7e8147-4016-42a4-b5bc-83a810c98396,51,Married,With Spouse,Scarborough,43.73061699,-79.27172723,parttime,26309.8
4527e8f6-8f05-4de9-8641-57761856da2c,49,Married,With Spouse,York,43.69997844,-79.44107733,parttime,27203
aa431094-c60c-46ec-8d0f-ef8e3b7ba759,56,Married,With Spouse,Toronto,43.6785174,-79.35632741,fulltime,56067.1
5635d09d-4a34-49ad-910f-516c50f0cf0a,19,Single,With Parent,North York,43.75617759,-79.44872438,unemployed,0
96d53da5-74b0-44b9-b71d-2bbd9b7e2123,36,Married,With Spouse,Toronto,43.68185366,-79.29112857,fulltime,58791
e8b399ae-5ce3-4a47-adeb-6ae40cbc6257,38,Married,With Spouse,Etobicoke,43.68366075,-79.54917731,fulltime,72331
20413cb4-5bc3-4acd-af66-a69a1caf12ec,40,Married,With Spouse,East York,43.70726849,-79.36257869,unemployed,0
341bc8e8-7767-448e-9ed6-920b8692d641,74,Married,With Spouse,Toronto,43.66740764,-79.41648487,unemployed,35644.7
e15dd721-dd97-4dbd-909d-ecaef6acf79e,27,Single,With Parent,Etobicoke,43.74816794,-79.57711832,parttime,5457.21
b1c1f7cf-1505-4cc9-931d-37d9635c6f8b,39,Married,With Spouse,York,43.68180199,-79.4666407,fulltime,64388
5c2b661d-99fb-4da5-9633-74c71ff08e49,61,Married,With Spouse,Scarborough,43.77287169,-79.14542244,unemployed,0
2170fe6d-02d6-4f47-96c8-c8aeec149883,29,Single,With Parent,North York,43.70375662,-79.48907295,parttime,7762.59
13489ed8-1ab7-41ab-8592-76dce49479c8,46,Married,With Spouse,Scarborough,43.840321,-79.23354111,fulltime,35888.6
df9d19cc-40bb-4ca7-b0c1-30a2fd6e5890,39,Married,With Spouse,Toronto,43.65099751,-79.4165558,fulltime,22091
e8bf2c1e-d11d-44f6-83d1-e14447ff103b,22,Single,With Parent,East York,43.69371645,-79.30728651,parttime,10675.83
254b09df-c442-42d1-bde1-d3f0e6b37d28,55,Married,With Spouse,Scarborough,43.78928765,-79.21939154,parttime,15451.4
f7e15eae-27c2-49d2-bd3d-f48674f51f21,49,Married,With Spouse,Toronto,43.662202,-79.38416649,fulltime,37460.5
ee893489-d891-4ef0-b61b-4a0d91ca318b,54,Married,With Spouse,North York,43.69854608,-79.4921192,parttime,31259.3
1b3bd39e-e675-4a59-99b1-ce1d1f3556d6,42,Married,With Spouse,North York,43.77026451,-79.37772885,fulltime,42465.5
aac8193b-c209-4f51-98d1-1aa1920ecf47,46,Married,With Spouse,Toronto,43.68180217,-79.31732796,fulltime,45801.8
40985ade-5b9c-4ba5-b939-b315b4ec3129,47,Married,With Spouse,Scarborough,43.77967252,-79.13512082,fulltime,39088.5
15caef43-fa61-4082-a382-dd250dd9e68a,40,Married,With Spouse,Scarborough,43.81040723,-79.25698143,fulltime,30725
a5c8e49a-c5f2-4808-82e3-f4f4e1d39d81,51,Married,With Spouse,Toronto,43.64989308,-79.39643131,parttime,32050.5
7d247aae-1c4a-4777-bae0-ba3d280836a5,57,Married,With Spouse,Scarborough,43.82203469,-79.21129144,fulltime,47209.8
b4e80879-059b-43d3-8d78-d8c757f91ee6,19,Single,With Parent,Scarborough,43.80877418,-79.20683237,unemployed,0
ec6076b4-10df-4fec-ba98-e7d8baedea9a,56,Married,With Spouse,Toronto,43.63451734,-79.4288825,unemployed,0
79237615-7a6f-45fe-8414-ef998e9de2fc,53,Married,With Spouse,Toronto,43.67880506,-79.3358716,fulltime,52858.6
f25bc3eb-3855-4a37-b7e5-f3ea6d56e4c8,54,Married,With Spouse,Etobicoke,43.6506764,-79.52155395,fulltime,103388.45
becad307-acaf-484a-9a74-b22eb1bdfffc,36,Single,With Parent,Scarborough,43.81976183,-79.27594671,parttime,12905
fa682113-d1e2-4258-9de5-2d8e659280d7,55,Married,With Spouse,North York,43.74294062,-79.50096109,fulltime,46426.65
3b617599-f065-4fac-b87a-8467f5801936,54,Married,With Spouse,Etobicoke,43.62690651,-79.47837504,fulltime,36622.9
00cb2b44-2777-45b0-bf5a-68e9e91d9102,18,Single,With Parent,Toronto,43.6605928,-79.37834504,unemployed,0
57914cce-7c72-443e-9ee3-1457a5639e4f,55,Married,With Spouse,Etobicoke,43.67224055,-79.51814699,fulltime,63532.9
911093ea-1881-43b9-bd81-1a3752e3fb2f,52,Married,With Spouse,North York,43.78685643,-79.36813335,parttime,32923.35
bb35e15a-4fb5-4dde-9211-0c755357380f,17,Single,With Parent,North York,43.75654049,-79.48978751,unemployed,0
5d61704e-4a4f-4bb1-83b5-630bb398a1a4,17,Single,With Parent,Toronto,43.67617788,-79.43902679,unemployed,0
e4961585-6ace-43dc-a959-3ca8168b1d57,31,Single,With Parent,Scarborough,43.78928765,-79.21939154,parttime,4526.61
9674f9a3-d22e-4ae3-b2a4-d8e00cf5bd65,54,Married,With Spouse,Toronto,43.66956979,-79.37520856,parttime,16648.55
d3144db6-9c2c-4802-8804-2712a1e9386d,53,Married,With Spouse,Scarborough,43.73216966,-79.29903538,fulltime,38884.95
2ae99498-baae-4751-a173-e0e035a35449,46,Married,With Spouse,York,43.69009404,-79.47220995,parttime,23398.1
88972363-e1d5-4b9a-b7eb-e9dd8d3d9200,40,Married,With Spouse,East York,43.68826024,-79.31287249,fulltime,42951
6c7aea82-f5ff-44a0-8ad0-a9b9a883b2cc,50,Married,With Spouse,Scarborough,43.78811622,-79.26187533,fulltime,40073
13bf829f-4810-42b5-97b8-fa9b225af3de,56,Married,With Spouse,Etobicoke,43.68815911,-79.51442006,fulltime,56953.75
51fca1b9-60d7-4609-8f45-772cde89bf77,53,Married,With Spouse,Toronto,43.64193305,-79.39147191,fulltime,64332.15
8006390f-9d3b-42bb-a666-511a4d2aa26c,39,Married,With Spouse,Scarborough,43.76676947,-79.22642856,fulltime,45469
9795a3ed-7700-4188-8d31-5df6926afd0a,37,Married,With Spouse,North York,43.7653441,-79.41261507,fulltime,37170
5d52a757-b25f-43e8-ae54-f062d5319536,17,Single,With Parent,North York,43.7558382,-79.41161107,unemployed,0
